magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/app/code/Trustpilot/Reviews/view/frontend/templates/trustbox.phtml,0.005396,0.005396,1,"1,232",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/general.phtml,2.391093,2.391093,1,"2,171,296","2,097,152"
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/general.phtml->cache_load,0.002441,0.000610,4,"203,352",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/general.phtml->EVENT:view_block_abstract_to_html_before,0.001544,0.001544,1,"2,104",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/general.phtml->EVENT:view_block_abstract_to_html_before->OBSERVER:ox_to_html_before,0.001040,0.001040,1,816,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/general.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/currency.phtml,0.005781,0.005781,1,"1,408",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/general.phtml->EVENT:core_layout_render_element,0.001875,0.001875,1,"2,088",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/container.phtml->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/frontend/templates/product/view/opengraph/general.phtml->EVENT:core_layout_render_element->OBSERVER:pagecache,0.001471,0.001471,1,808,0
magento->LAYOUT->layout_render->EVENT:core_layout_render_element,0.086494,0.002471,35,"23,080",0
magento->LAYOUT->layout_render->EVENT:core_layout_render_element->OBSERVER:pagecache,0.070703,0.002020,35,"2,168",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-ui/view/base/templates/wysiwyg/active_editor.phtml,0.001618,0.001618,1,"1,040",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml,0.132804,0.132804,1,"18,880",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->EVENT:view_block_abstract_to_html_before,0.008149,0.001164,7,"5,704",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->EVENT:view_block_abstract_to_html_before->OBSERVER:ox_to_html_before,0.005213,0.000745,7,"1,216",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->TEMPLATE:/var/www/html/vendor/magento/module-sales/view/frontend/templates/js/components.phtml,0.001446,0.001446,1,944,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->EVENT:view_block_abstract_to_html_after,0.001403,0.000200,7,"-1,616",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->EVENT:core_layout_render_element,0.017762,0.002537,7,"5,592",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->EVENT:core_layout_render_element->OBSERVER:pagecache,0.014832,0.002119,7,936,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->TEMPLATE:/var/www/html/vendor/magento/module-page-cache/view/frontend/templates/js/components.phtml,0.002338,0.002338,1,"5,040",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->TEMPLATE:/var/www/html/vendor/magento/module-bundle/view/frontend/templates/js/components.phtml,0.003683,0.003683,1,"1,584",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->TEMPLATE:/var/www/html/vendor/magento/module-newsletter/view/frontend/templates/js/components.phtml,0.001209,0.001209,1,944,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->TEMPLATE:/var/www/html/vendor/magento/module-reports/view/frontend/templates/js/components.phtml,0.001799,0.001799,1,944,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-catalog/view/base/templates/js/components.phtml->TEMPLATE:/var/www/html/vendor/magento/module-wishlist/view/frontend/templates/js/components.phtml,0.001483,0.001483,1,944,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-translation/view/base/templates/translate.phtml,0.093348,0.093348,1,"2,512",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/js/cookie.phtml,0.002024,0.002024,1,"4,040",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-theme/view/frontend/templates/html/notices.phtml,0.003833,0.003833,1,"1,264",0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-cookie/view/frontend/templates/html/notices.phtml,0.002010,0.002010,1,848,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/module-ui/view/base/templates/logger.phtml,0.001378,0.001378,1,816,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/magento/google-shopping-ads/view/frontend/templates/gtag_cart.phtml,0.002314,0.002314,1,912,0
magento->LAYOUT->layout_render->TEMPLATE:/var/www/html/vendor/dotmailer/dotmailer-magento2-extension/view/frontend/templates/email/tracking_code.phtml,0.009407,0.009407,1,"502,624",0
